koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_model_snr,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_disposition,kepid
38.2292037,3.893,605.8,1.51,0.571,21.0,359.0,3.92,4544.0,4.656,0.598,CANDIDATE,10336951
176.845697,3.812,431.6,42.05,1.4653,7.7,291.0,1.69,5592.0,4.541,0.797,CANDIDATE,8240617
18.0243482,3.575,441.2,1.98,0.57,17.3,683.0,51.44,5955.0,4.52,0.91,CANDIDATE,11622985
16.4793229,3.312,479.1,1.53,0.263,13.8,537.0,19.62,4908.0,4.618,0.716,CANDIDATE,11361283
2.10081629,2.8182,169.1,1.65,0.979,15.3,1378.0,852.78,5815.0,4.5,0.918,CANDIDATE,6364215
3.67936863,3.47,85.9,0.92,0.885,18.1,1112.0,361.27,5676.0,4.474,0.848,CANDIDATE,6467363
7.4464635,4.084,78.0,0.77,0.531,12.7,879.0,141.12,5676.0,4.474,0.848,CANDIDATE,6467363
2.252976718,1.7131,467.9,1.19,0.157,21.7,795.0,94.26,4039.0,4.708,0.559,CANDIDATE,10073672
16.6146221,2.706,361.2,1.49,0.017,10.6,604.0,31.48,5295.0,4.548,0.8,CANDIDATE,6842807
5.83892993,1.1066,237.4,1.19,0.319,15.3,835.0,114.94,5279.0,4.588,0.769,CANDIDATE,9815053
3.09756897,4.588,83.3,1.75,0.408,14.6,1782.0,2380.18,6329.0,4.026,1.885,CANDIDATE,9697131
205.385912,8.681,1248.7,2.11,0.008,24.3,200.0,0.38,4400.0,4.659,0.624,CANDIDATE,10917043
1.23935745,1.683,150.9,1.5,0.932,9.7,1583.0,1488.51,5370.0,4.411,0.966,CANDIDATE,6697605
1.407020118,1.3766,181.9,1.12,0.167,18.9,1350.0,782.45,5022.0,4.485,0.849,CANDIDATE,12602314
24.4359956,6.254,496.6,2.31,0.019,17.1,674.0,48.81,6197.0,4.449,1.035,CANDIDATE,5787131
17.57704569,2.022,670.0,27.21,1.25,19.1,673.0,48.33,5653.0,4.442,0.901,CANDIDATE,6346809
1.400755743,1.0562,144.4,1.3,0.413,19.8,1628.0,1659.74,5487.0,4.333,1.072,CANDIDATE,4547603
1.28132831,0.9157,525.5,4.52,0.926,196.4,2215.0,5673.71,5918.0,3.978,1.596,CANDIDATE,5716763
119.0833042,2.558,2951.0,22.19,1.257,18.9,240.0,0.78,4412.0,4.662,0.623,CANDIDATE,12416987
27.8813154,6.346,209.2,1.54,0.168,15.5,681.0,50.86,6434.0,4.414,1.055,CANDIDATE,8259713
7.50790041,5.646,145.0,1.77,0.795,11.9,1138.0,396.33,6408.0,4.309,1.337,CANDIDATE,11098013
110.3783828,12.211,489.8,3.02,0.014,108.9,473.0,11.82,6342.0,4.242,1.359,CANDIDATE,3425851
4.28886792,2.599,59.3,0.57,0.534,11.1,944.0,187.43,5374.0,4.555,0.721,CANDIDATE,10397751
24.5752524,2.258,1003.4,1.64,0.489,12.1,316.0,2.35,3678.0,4.755,0.512,CANDIDATE,6679295
10.1747037,5.179,52.4,1.04,0.726,11.8,985.0,222.53,5866.0,4.191,1.339,CANDIDATE,6026737
2.17291055,2.139,76.4,0.93,0.362,13.6,1507.0,1220.49,6164.0,4.446,1.045,CANDIDATE,4935172
7.35101287,2.757,115.9,1.42,0.608,12.8,1064.0,303.08,5951.0,4.283,1.262,CANDIDATE,8760040
6.57159435,3.1044,65.7,1.26,0.751,30.7,1211.0,507.81,6042.0,4.139,1.432,CANDIDATE,8176564
0.868122253,1.5471,231.3,1.65,0.006,23.2,2047.0,4163.14,6116.0,4.44,1.084,CANDIDATE,10604521
13.84301228,4.077,567.8,1.98,0.052,17.5,699.0,56.45,5745.0,4.559,0.837,CANDIDATE,4385148
5.1952021,2.1552,320.8,1.37,0.604,17.7,836.0,115.35,5044.0,4.551,0.738,CANDIDATE,4367854
31.6084371,3.675,331.6,1.89,0.022,16.2,634.0,38.1,6341.0,4.446,1.033,CANDIDATE,10597693
16.1558656,3.798,731.3,2.04,0.973,17.5,455.0,10.1,4504.0,4.713,0.53,CANDIDATE,7466270
3.375716723,1.5436,175.7,2.34,0.982,20.2,1472.0,1111.66,6310.0,4.273,1.282,CANDIDATE,2985587
75.8580035,5.382,1148.4,2.72,0.935,16.1,281.0,1.47,4474.0,4.67,0.614,CANDIDATE,5642620
10.16435076,6.017,37.7,1.99,0.915,18.4,1389.0,879.94,6133.0,3.718,2.71,CANDIDATE,8873090
237.787237,10.509,1627.7,9.91,0.947,92.3,354.0,3.73,5185.0,3.936,1.853,CANDIDATE,9958387
0.698461304,0.7887,134.4,14.81,0.459,16.1,5173.0,168689.02,4676.0,2.577,12.558,CANDIDATE,11197853
110.7556272,6.819,8067.0,29.64,0.917,48.5,651.0,42.53,6525.0,3.772,2.668,CANDIDATE,6716021
14.4079035,2.524,3058.0,23.4,1.226,7.7,624.0,35.81,5440.0,4.617,0.728,CANDIDATE,8326342
7.0956395,3.465,108.1,1.2,0.06,10.5,989.0,225.73,5480.0,4.26,1.174,CANDIDATE,4831728
79.2450351,5.382,1347.3,3.33,0.001,14.4,404.0,6.33,5648.0,4.464,0.917,CANDIDATE,4249611
126.4451275,16.7151,3252.5,4.49,0.046,110.9,321.0,2.51,5613.0,4.581,0.795,CANDIDATE,7899070
5.77207177,2.605,328.5,1.54,0.018,13.2,915.0,165.58,5591.0,4.559,0.86,CANDIDATE,4939533
46.151253,5.346,649.0,2.08,0.688,17.1,423.0,7.59,5204.0,4.525,0.769,CANDIDATE,4846856
165.3447044,3.09,4899.0,6.98,0.917,48.0,301.0,1.93,5594.0,4.52,0.812,CANDIDATE,10265602
97.4463194,6.765,2141.1,3.05,0.063,62.8,283.0,1.52,4735.0,4.627,0.686,CANDIDATE,4552729
174.636181,15.679,2500.9,11.12,0.04,37.1,481.0,12.65,5974.0,3.859,2.232,CANDIDATE,3663173
1.791877025,1.166,46.1,1.48,0.403,12.5,2223.0,5787.99,6002.0,3.841,2.139,CANDIDATE,9109857
145.881936,11.342,156.9,1.8,0.325,11.2,424.0,7.63,6052.0,4.183,1.424,CANDIDATE,6716545
2.50343279,1.534,1156.0,20.23,1.178,13.2,1147.0,408.12,5174.0,4.483,0.84,CANDIDATE,5196864
96.4562198,11.195,950.5,9.1,0.775,54.6,727.0,65.96,7029.0,3.806,2.704,CANDIDATE,11071200
44.5643831,7.874,360.5,5.8,0.851,27.0,940.0,184.67,7029.0,3.806,2.704,CANDIDATE,11071200
253.374581,22.889,1104.0,19.25,0.028,99.9,555.0,22.41,5177.0,3.216,5.949,CANDIDATE,8703129
21.1181653,9.734,112.7,2.89,0.675,26.3,1110.0,359.11,6461.0,3.779,2.566,CANDIDATE,6837283
5.06092282,2.586,71.6,0.98,0.944,15.7,998.0,234.93,5637.0,4.492,0.911,CANDIDATE,5613821
0.910020582,1.7956,358.1,1.12,0.79,29.9,1127.0,380.16,4297.0,4.725,0.533,CANDIDATE,8639908
1.07808492,0.8551,155.6,1.01,0.287,22.9,1417.0,951.61,4906.0,4.511,0.814,CANDIDATE,11076400
11.1916199,2.1,166.4,1.47,0.895,11.9,782.0,88.34,5646.0,4.464,0.956,CANDIDATE,10190075
174.731515,8.257,1179.9,3.0,0.021,16.5,287.0,1.6,5201.0,4.447,0.897,CANDIDATE,10749059
0.858546796,1.1,106.1,0.88,0.241,12.2,1671.0,1846.35,5269.0,4.491,0.864,CANDIDATE,7668416
5.518195,1.81,27.1,0.46,0.243,5.2,969.0,208.54,5767.0,4.538,0.881,CANDIDATE,6029239
75.1122132,4.9458,3751.5,23.23,0.838,384.0,777.0,86.18,6201.0,3.616,3.354,CANDIDATE,3545478
3.76562031,1.288,232.6,19.39,1.193,14.6,1084.0,326.2,5743.0,4.553,0.853,CANDIDATE,11565544
2.46288834,1.724,47.4,0.67,0.256,11.9,1391.0,883.43,5893.0,4.395,0.967,CANDIDATE,12072872
10.9192653,4.572,91.1,1.9,0.434,15.0,1107.0,355.29,5745.0,3.939,1.972,CANDIDATE,8241079
4.21223579,7.898,116.4,1.04,0.97,12.8,887.0,146.4,5116.0,4.591,0.7,CANDIDATE,12168993
1.951082219,1.6975,1151.8,10.35,0.925,30.1,2005.0,3822.26,5302.0,3.768,2.426,CANDIDATE,7051180
23.1375919,3.35,114.0,1.83,0.429,12.9,837.0,115.86,6078.0,4.094,1.683,CANDIDATE,2446113
18.9763286,2.379,329.8,2.24,0.922,11.0,638.0,39.11,5300.0,4.385,0.986,CANDIDATE,5903749
6.34724702,3.097,159.8,1.35,0.739,11.1,919.0,168.14,5300.0,4.385,0.986,CANDIDATE,5903749
10.76800074,3.494,65.1,0.92,0.583,14.2,885.0,144.85,5874.0,4.338,1.096,CANDIDATE,8581240
4.32848303,2.955,35.5,0.66,0.367,11.4,1199.0,488.23,5874.0,4.338,1.096,CANDIDATE,8581240
4.780327581,2.0253,960.8,7.14,0.952,380.8,1441.0,1020.05,5937.0,4.012,1.787,CANDIDATE,8554498
7.64809462,2.216,195.9,1.19,0.265,12.2,840.0,117.65,5641.0,4.554,0.85,CANDIDATE,6949898
31.0209175,2.012,859.5,1.66,0.881,15.1,291.0,1.7,3720.0,4.764,0.48,CANDIDATE,2973386
2.118893997,0.822,311.4,1.41,0.019,11.3,1230.0,541.53,5504.0,4.583,0.796,CANDIDATE,7022573
7.49133777,6.315,34.5,1.01,0.013,14.4,1291.0,656.15,6177.0,3.993,1.71,CANDIDATE,9288237
5.4654174,3.209,219.5,1.23,0.301,14.2,927.0,174.08,5612.0,4.566,0.829,CANDIDATE,6593150
6.06664931,1.962,65.3,0.87,0.902,10.9,915.0,165.66,5569.0,4.521,0.892,CANDIDATE,6523351
2.184437698,1.0422,1546.8,0.94,0.035,19.7,529.0,18.41,3421.0,5.014,0.25,CANDIDATE,5551672
15.2311195,3.91,269.1,1.94,0.192,13.1,800.0,96.84,5836.0,4.316,1.186,CANDIDATE,8197793
4.8099878,1.97,288.2,1.59,0.2,13.6,1077.0,317.8,5988.0,4.507,0.934,CANDIDATE,6357290
5.08288076,2.515,108.0,1.15,0.389,12.5,1183.0,462.96,6217.0,4.375,1.083,CANDIDATE,4072955
31.0259489,5.692,385.4,1.91,0.153,12.7,595.0,29.67,6075.0,4.486,0.969,CANDIDATE,8695311
3.08942807,3.214,85.3,1.07,0.65,13.2,1361.0,808.76,6137.0,4.418,1.103,CANDIDATE,9834731
21.2360024,4.019,104.4,2.62,0.205,15.7,1048.0,285.21,6035.0,3.745,2.559,CANDIDATE,7609674
14.591504451,1.1295,1490.5,36.85,1.21,68.0,879.0,140.82,5940.0,4.199,1.312,CANDIDATE,4252322
1.242639742,1.763,159.3,1.02,0.152,16.1,1487.0,1159.26,5520.0,4.572,0.818,CANDIDATE,5475042
0.536650319,2.383,41.9,1.35,0.61,31.0,3195.0,24688.55,6020.0,3.922,2.0,CANDIDATE,9541295
6.09595681,5.502,65.7,1.26,0.685,18.1,1259.0,593.42,6313.0,4.228,1.467,CANDIDATE,4770174
13.2511214,4.996,266.5,1.98,0.231,15.2,850.0,123.32,5850.0,4.297,1.217,CANDIDATE,8949925
11.682369,2.71,234.5,1.45,0.6987,11.2,802.0,97.62,6089.0,4.527,0.889,CANDIDATE,9959492
10.12956201,3.044,81.3,0.78,0.544,12.2,736.0,69.43,5383.0,4.528,0.842,CANDIDATE,8827575
21.61313362,1.52,818.1,1.94,0.714,13.8,503.0,15.14,5267.0,4.681,0.632,CANDIDATE,6438099
27.9430245,6.125,308.6,2.21,0.052,12.3,718.0,62.74,6468.0,4.363,1.25,CANDIDATE,3752110
0.977311489,1.403,250.7,1.06,0.01,14.8,1331.0,737.36,4805.0,4.633,0.688,CANDIDATE,1717722
0.896382269,1.113,136.4,1.0,0.332,11.7,1810.0,2524.81,5837.0,4.502,0.843,CANDIDATE,5040077
11.45541896,4.95,68.6,1.12,0.116,15.8,975.0,213.86,6231.0,4.276,1.356,CANDIDATE,7918652
44.433726,6.118,239.6,1.85,0.624,8.0,538.0,19.73,5596.0,4.298,1.145,CANDIDATE,9230021
3.91679553,2.072,161.3,0.85,0.007,13.2,851.0,123.73,4889.0,4.637,0.686,CANDIDATE,3230805
43.1024434,7.124,299.8,1.88,0.011,14.3,539.0,19.96,5741.0,4.365,1.097,CANDIDATE,4676964
31.4452709,1.758,531.1,4.55,0.97,12.7,721.0,63.78,6172.0,4.198,1.471,CANDIDATE,4770617
8.85686712,0.606,319.2,1.88,0.923,11.9,714.0,61.54,5017.0,4.516,0.797,CANDIDATE,7609553
12.99065074,2.3748,392.3,2.02,0.068,42.5,790.0,92.12,5787.0,4.402,1.027,CANDIDATE,11395587
82.6595174,3.48,1270.7,2.03,0.579,17.1,233.0,0.7,3952.0,4.716,0.553,CANDIDATE,8509442
24.3367026,2.539,551.1,1.95,0.577,13.4,526.0,18.07,5141.0,4.505,0.806,CANDIDATE,3219643
7.40985182,1.131,201.1,1.18,0.234,13.5,818.0,105.91,5462.0,4.56,0.836,CANDIDATE,8546542
15.5943758,7.367,95.4,1.08,0.5,11.9,801.0,97.35,6249.0,4.428,1.076,CANDIDATE,8613535
75.731195,4.859,2496.0,3.47,0.9,16.3,237.0,0.74,3891.0,4.718,0.564,CANDIDATE,10122538
152.1060435,7.4517,3688.3,11.58,0.878,116.3,458.0,10.36,6200.0,4.072,1.64,CANDIDATE,11566064
7.25101997,2.799,122.8,0.91,0.314,12.2,807.0,100.18,5382.0,4.571,0.827,CANDIDATE,12256520
57.3840375,4.336,241.7,1.62,0.954,22.9,397.0,5.85,5250.0,4.541,0.79,CANDIDATE,12785320
2.5738437,1.92,46.6,0.57,0.044,10.9,1129.0,384.24,5115.0,4.477,0.854,CANDIDATE,10000941
10.18318233,3.137,51.5,0.79,0.449,11.2,867.0,133.56,5843.0,4.421,1.084,CANDIDATE,7106173
6.2321233,2.85,31.7,0.61,0.32,8.5,1021.0,256.72,5843.0,4.421,1.084,CANDIDATE,7106173
8.2942929,3.976,36.8,0.65,0.006,10.1,928.0,175.39,5843.0,4.421,1.084,CANDIDATE,7106173
12.82993461,2.942,1417.4,3.31,0.594,79.6,734.0,68.41,5862.0,4.555,0.844,CANDIDATE,8265218
809.0141881,8.3017,16311.3,14.38,0.717,212.9,216.0,0.51,6230.0,4.397,1.047,CANDIDATE,9214713
2.47240869,1.87,47.5,0.36,0.319,9.0,887.0,145.69,4729.0,4.726,0.525,CANDIDATE,9334893
11.53029332,1.8385,1209.3,3.98,0.027,57.6,873.0,137.08,5770.0,4.289,1.152,CANDIDATE,9119458
7.9069765,4.634,126.1,1.13,0.038,8.3,994.0,230.28,6347.0,4.464,0.996,CANDIDATE,12406807
13.9509565,5.231,35.7,0.75,0.467,11.2,849.0,122.88,5888.0,4.275,1.227,CANDIDATE,4548011
16.30141333,3.5764,942.3,3.84,0.786,62.4,805.0,99.08,6072.0,4.328,1.138,CANDIDATE,10016874
3.687469832,1.0668,5057.6,5.78,0.919,363.9,690.0,53.6,4004.0,4.659,0.606,CANDIDATE,10395543
84.799829,15.21,56.1,1.16,0.795,14.4,491.0,13.79,5619.0,4.07,1.406,CANDIDATE,7429287
9.340538,2.57,200.8,0.84,0.074,11.1,530.0,18.69,4200.0,4.664,0.607,CANDIDATE,10717241
11.505879,5.583,49.8,0.99,0.029,12.5,1000.0,236.35,6336.0,4.266,1.403,CANDIDATE,8121310
934.09418462,17.489,8709.6,7.89,0.4948,135.5,177.0,0.23,5937.0,4.559,0.832,CANDIDATE,11709124
199.83920527,4.378,44490.0,21.48,0.811,590.6,276.0,1.36,5457.0,4.548,0.869,CANDIDATE,11805075
15.84132627,1.8215,31083.0,16.84,0.891,135.8,575.0,25.77,5119.0,4.575,0.702,CANDIDATE,11824222
20.605501,3.793,37.1,0.85,0.705,11.1,806.0,99.53,6099.0,4.193,1.308,CANDIDATE,6268648
9.5539134,5.261,26.8,0.68,0.142,13.1,1012.0,247.86,6175.0,4.299,1.307,CANDIDATE,8212002
6.77067637,5.982,65.8,1.9,0.127,19.6,1499.0,1193.45,6337.0,3.893,2.335,CANDIDATE,7017274
0.589376952,1.71,80.7,0.93,0.491,11.4,2162.0,5161.1,5714.0,4.428,1.015,CANDIDATE,12366084
1.74610057,1.299,54.2,1.24,0.032,9.2,1689.0,1924.75,4854.0,3.939,1.749,CANDIDATE,9872283
24.7962801,8.33,574.4,2.7,0.01,43.6,664.0,45.92,5770.0,4.333,1.141,CANDIDATE,4951877
6.93650854,3.674,88.7,1.51,0.331,11.3,1305.0,687.21,6615.0,4.173,1.574,CANDIDATE,5544450
18.3848331,3.545,151.8,1.15,0.711,10.3,587.0,27.99,5083.0,4.468,0.872,CANDIDATE,8226050
2.2165905,1.0,28.7,0.48,0.703,2.8,1215.0,515.27,5397.0,4.543,0.831,CANDIDATE,6779260
3.65849707,2.573,4398.0,14.61,0.906,47.0,1583.0,1486.35,5857.0,3.972,1.822,CANDIDATE,5443837
2.433703498,0.975,258.3,1.66,0.952,10.2,1112.0,362.64,5251.0,4.592,0.778,CANDIDATE,2832589
7.9788198,2.874,83.8,0.99,0.05,8.3,927.0,174.85,5553.0,4.33,1.098,CANDIDATE,10793172
10.52286678,1.911,130.2,23.26,1.12,10.1,1008.0,243.72,5548.0,4.038,1.614,CANDIDATE,10285631
53.71798494,4.104,3153.5,155.12,0.93,103.0,1550.0,1363.11,4959.0,2.332,21.449,CANDIDATE,7504328
105.8817667,18.044,1556.3,10.16,0.539,301.8,595.0,29.64,5903.0,3.757,2.499,CANDIDATE,7199397
4.57797412,2.862,125.4,0.96,0.343,9.6,1024.0,259.36,5795.0,4.554,0.848,CANDIDATE,10157458
3.01609637,1.57,196.3,0.96,0.7,8.1,795.0,94.1,4245.0,4.641,0.637,CANDIDATE,8261920
21.9424316,7.447,72.7,1.23,0.413,10.7,797.0,95.46,6052.0,4.183,1.424,CANDIDATE,6716545
330.025002,6.659,259.2,5.92,0.68,12.2,478.0,12.36,6126.0,3.578,3.466,CANDIDATE,1723078
9.391039263,2.8386,2895.6,11.73,0.964,141.0,1068.0,308.13,5944.0,4.132,1.498,CANDIDATE,9008220
77.4794704,10.1151,1237.0,10.33,0.019,72.6,778.0,86.59,6711.0,3.73,2.909,CANDIDATE,9955262
11.1438086,7.905,41.7,0.75,0.629,10.9,906.0,159.1,6095.0,4.349,1.11,CANDIDATE,7906892
32.526674,6.842,204.9,1.26,0.472,9.7,525.0,17.91,5668.0,4.545,0.868,CANDIDATE,8320630
10.32906563,1.44,2309.8,6.17,0.923,114.8,908.0,160.44,6228.0,4.441,1.049,CANDIDATE,9703198
166.7876551,5.8676,4764.2,7.03,0.041,183.8,334.0,2.93,5663.0,4.377,1.031,CANDIDATE,6289650
49.537365,9.862,201.7,1.48,0.435,10.1,532.0,18.87,6118.0,4.416,1.023,CANDIDATE,11135694
24.0721647,3.171,177.3,1.1,0.949,6.7,400.0,6.08,4352.0,4.671,0.613,CANDIDATE,8216763
19.193103549,2.5425,6807.3,12.23,0.98,258.5,656.0,43.77,5883.0,4.53,0.892,CANDIDATE,6879865
80.881757,12.568,142.7,2.27,0.335,12.2,581.0,26.91,5934.0,3.945,1.885,CANDIDATE,3758499
9.250572762,3.6373,1039.5,96.08,1.234,351.4,1966.0,3530.57,8133.0,3.715,3.294,CANDIDATE,9552608
7.189379172,2.0351,8126.4,11.94,0.908,288.5,1026.0,261.94,6214.0,4.442,1.076,CANDIDATE,10221013
1.8134378,7.776,97.4,0.69,0.418,19.1,1158.0,423.67,5094.0,4.618,0.7,CANDIDATE,2299738
562.1725914,9.8841,5877.8,10.9,0.7801,208.4,241.0,0.8,5589.0,4.229,1.289,CANDIDATE,7619236
278.1243979,3.978,2297.8,5.86,0.871,58.5,286.0,1.57,5799.0,4.408,1.05,CANDIDATE,7630229
4.034914368,1.7874,800.1,6.95,0.965,92.6,1452.0,1052.15,5548.0,3.964,1.793,CANDIDATE,7730747
52.513548727,3.2743,14252.3,12.43,0.679,825.0,472.0,11.73,5589.0,4.421,0.98,CANDIDATE,7906882
4.17838675,2.123,316.0,3.13,0.617,15.1,1430.0,988.44,5746.0,4.039,1.687,CANDIDATE,7976520
16.2982201,2.558,199.0,0.78,0.698,7.9,388.0,5.38,3905.0,4.736,0.521,CANDIDATE,2302997
2190.7010353,19.891,1874.2,3.12,0.2597,94.8,109.0,0.03,4965.0,4.555,0.736,CANDIDATE,8505215
3.29534567,1.902,141.9,1.23,0.729,10.4,1139.0,397.37,5550.0,4.5,0.954,CANDIDATE,10265898
6.0799457,2.706,55.1,0.86,0.097,7.3,1101.0,348.11,6008.0,4.35,1.168,CANDIDATE,12600735
70.2780911,2.466,781.6,2.54,0.07,14.9,434.0,8.38,5955.0,4.52,0.91,CANDIDATE,10272442
9.9664004,5.0127,1619.0,16.89,0.966,125.9,1578.0,1466.1,6638.0,3.664,3.079,CANDIDATE,4055765
14.85185526,3.5263,1341.0,2.73,0.815,58.3,457.0,10.3,4129.0,4.636,0.652,CANDIDATE,5131180
56.391062,5.7,2042.0,3.58,0.92,11.4,310.0,2.18,4406.0,4.643,0.628,CANDIDATE,10843431
22.34213536,6.461,2264.4,5.19,0.973,51.9,526.0,18.14,5237.0,4.568,0.707,CANDIDATE,10287242
10.47490332,33.7939,1170.2,15.45,0.972,150.5,1567.0,1427.2,6526.0,3.616,3.232,CANDIDATE,5596440
61.858947,21.32,70.8,2.47,0.621,9.1,699.0,56.48,5529.0,3.685,2.817,CANDIDATE,9588822
3.07365139,2.102,90.5,0.79,0.034,9.6,1215.0,515.92,6068.0,4.565,0.831,CANDIDATE,10610039
275.07365,3.37,228.9,1.86,0.595,7.5,303.0,2.0,5604.0,4.226,1.187,CANDIDATE,1025986
4.50158249,1.855,175.7,0.73,0.016,9.7,676.0,49.21,4339.0,4.711,0.553,CANDIDATE,11284772
5.06546874,2.203,121.1,0.62,0.477,10.4,592.0,29.01,3939.0,4.705,0.557,CANDIDATE,4832837
5.89399142,1.2737,10993.0,11.16,0.867,252.5,940.0,185.03,5713.0,4.541,0.893,CANDIDATE,5441980
7.6720844,3.451,75.1,0.72,0.523,8.4,875.0,138.74,5972.0,4.57,0.807,CANDIDATE,10972902
3.251659087,1.5286,4747.9,9.83,0.938,466.2,1384.0,865.87,6367.0,4.419,1.087,CANDIDATE,6309763
66.47762,4.487,553.5,1.83,0.384,9.1,388.0,5.34,5515.0,4.592,0.775,CANDIDATE,9413156
26.89316101,2.3266,2193.2,6.78,0.98,119.6,614.0,33.54,6096.0,4.511,0.908,CANDIDATE,9846348
0.702739679,1.379,65.1,0.73,0.742,9.5,1765.0,2292.96,5269.0,4.508,0.836,CANDIDATE,2696205
17.761998411,2.4644,24176.9,14.25,0.907,731.7,538.0,19.78,5088.0,4.612,0.669,CANDIDATE,12251650
155.042265,9.848,4880.9,26.44,0.824,117.9,511.0,16.15,4994.0,3.509,3.322,CANDIDATE,12417486
25.0032023,5.498,64.1,1.47,0.756,12.6,837.0,116.27,6148.0,4.055,1.685,CANDIDATE,2834805
80.84069,8.567,9326.0,15.11,0.003,21.6,500.0,14.83,5511.0,4.069,1.597,CANDIDATE,2569995
60.458443,8.43,175.2,1.59,0.451,9.7,511.0,16.14,5865.0,4.297,1.181,CANDIDATE,2577353
8.0292018,3.462,65.6,0.99,0.51,11.7,1040.0,276.27,6063.0,4.29,1.191,CANDIDATE,4478168
2.41750021,4.33,58.2,1.19,0.895,15.2,1507.0,1221.36,5575.0,4.189,1.308,CANDIDATE,7256914
4.03357434,5.886,66.2,1.23,0.855,15.5,1270.0,616.04,5575.0,4.189,1.308,CANDIDATE,7256914
7.66462913,3.614,114.1,1.6,0.216,13.2,1106.0,353.31,5640.0,4.087,1.515,CANDIDATE,6871071
0.487656278,1.0129,109.8,0.99,0.037,25.1,2299.0,6647.8,5957.0,4.506,0.937,CANDIDATE,3112129
3.25424652,5.378,82.1,0.96,0.665,18.3,1220.0,521.81,5692.0,4.421,1.004,CANDIDATE,3103212
11.9294568,3.193,132.3,1.05,0.3789,11.7,797.0,95.42,5975.0,4.48,0.9,CANDIDATE,6871071
9.54699216,5.063,143.0,1.71,0.879,17.4,996.0,232.24,6274.0,4.357,1.232,CANDIDATE,10875007
14.708641,5.394,130.6,1.82,0.96,12.8,862.0,130.5,6274.0,4.357,1.232,CANDIDATE,10875007
13.6032081,2.592,180.5,0.75,0.777,9.4,397.0,5.85,3780.0,4.746,0.511,CANDIDATE,7021681
7.23531329,3.338,112.2,1.53,0.326,14.0,1207.0,501.36,6422.0,4.219,1.421,CANDIDATE,11967788
64.1862264,8.485,507.3,8.0,0.968,18.6,839.0,116.97,6951.0,3.766,2.758,CANDIDATE,7199060
4.93211932,3.144,50.5,1.02,0.034,7.5,1372.0,837.01,6422.0,4.219,1.421,CANDIDATE,11967788
4.85819429,5.356,76.3,2.04,0.086,25.2,1685.0,1904.91,6109.0,3.78,2.326,CANDIDATE,7733731
3.39904814,2.922,69.6,0.81,0.596,8.1,1191.0,477.15,5766.0,4.444,0.929,CANDIDATE,3110177
1.183505016,1.275,116.6,0.8,0.403,10.0,1293.0,658.87,4832.0,4.592,0.746,CANDIDATE,3232249
15.9042402,2.093,444.8,3.79,0.876,13.3,863.0,131.11,5583.0,4.077,1.53,CANDIDATE,7449554
4.16288745,0.678,391.7,1.32,0.4265,12.0,763.0,80.23,4478.0,4.615,0.651,CANDIDATE,8282651
4.44902309,1.373,88.9,0.55,0.034,10.4,699.0,56.19,4353.0,4.681,0.603,CANDIDATE,5688683
1.121733366,1.032,84.3,2.39,0.464,13.6,2384.0,7641.15,5023.0,3.682,2.571,CANDIDATE,8222627
3.79437277,2.289,83.2,1.36,0.05,7.7,1383.0,865.53,5455.0,4.025,1.507,CANDIDATE,2984990
363.41165,14.79,961.7,3.14,0.3923,17.4,263.0,1.12,6025.0,4.472,0.999,CANDIDATE,7758018
215.956008,10.425,392.7,3.36,0.959,23.3,361.0,4.03,6163.0,4.27,1.313,CANDIDATE,8264402
2.00870696,4.87,53.5,0.55,0.194,12.2,1232.0,542.87,5341.0,4.526,0.759,CANDIDATE,3129238
0.655939788,1.318,73.0,1.48,0.301,18.7,2411.0,7986.43,4968.0,3.924,1.755,CANDIDATE,7907808
110.461746,12.46,331.2,1.93,0.036,15.8,420.0,7.34,6321.0,4.434,1.058,CANDIDATE,9700449
44.6226725,12.974,131.9,1.73,0.931,20.6,613.0,33.39,6198.0,4.252,1.239,CANDIDATE,6140059
80.769893,4.2,128.5,1.87,0.158,6.7,475.0,12.07,4965.0,3.961,1.708,CANDIDATE,3852872
225.26213,14.459,389.2,2.36,0.349,24.6,329.0,2.77,5799.0,4.276,1.191,CANDIDATE,9086154
2.31482311,2.127,58.6,0.69,0.067,14.2,1237.0,554.4,5240.0,4.428,0.923,CANDIDATE,11970988
10.778313,5.256,90.7,1.25,0.591,12.5,1067.0,306.18,6726.0,4.262,1.258,CANDIDATE,6792908
4.32710895,1.387,108.9,26.6,1.158,12.9,1397.0,900.23,5776.0,4.018,1.455,CANDIDATE,10534155
2.90512019,2.293,61.2,0.57,0.417,13.2,1075.0,314.96,5374.0,4.555,0.721,CANDIDATE,10397751
5.04404366,1.682,236.5,1.47,0.08,11.6,1078.0,318.92,6039.0,4.493,0.951,CANDIDATE,6350882
1.166960319,1.6823,97.8,0.88,0.033,17.9,1596.0,1534.29,5632.0,4.537,0.904,CANDIDATE,3450040
0.701944362,0.641,210.8,0.8,0.07,17.1,1227.0,535.78,4236.0,4.698,0.539,CANDIDATE,9456281
3.05772668,1.819,311.0,1.23,0.007,13.7,878.0,141.1,4483.0,4.57,0.731,CANDIDATE,5129453
9.9092109,2.552,942.0,2.35,0.755,6.4,693.0,54.54,5396.0,4.632,0.702,CANDIDATE,7918478
